DATE_ADMINISTERED,NEW_1ST_DOSES,NEW_2ND_DOSES,NEW_SINGLE_DOSES,NEW_SERIES_COMPLETED,NEW_RECIPIENTS,CUMULATIVE_1ST_DOSES,CUMULATIVE_2ND_DOSES,CUMULATIVE_SINGLE_DOSES,CUMULATIVE_SERIES_COMPLETED,CUMULATIVE_RECIPIENTS,NEW_BOOSTER_DOSES,NEW_BOOSTER_RECIPIENTS,CUMULATIVE_BOOSTER_DOSES,CUMULATIVE_BOOSTER_RECIPIENTS,DATA_AS_OF,DATA_UPDATED_AT,DATA_LOADED_AT
2020/12/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/12,1,1,0,1,2,1,1,0,1,2,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/13,0,0,0,0,0,1,1,0,1,2,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/14,1,0,0,0,1,2,1,0,1,3,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/15,13,0,0,0,13,15,1,0,1,16,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/16,231,0,0,0,231,246,1,0,1,247,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/17,414,0,0,0,414,660,1,0,1,661,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/18,920,1,0,1,921,1580,2,0,2,1582,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/19,637,1,0,1,638,2217,3,0,3,2220,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/20,489,2,0,2,491,2706,5,0,5,2711,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/21,1177,0,0,0,1177,3883,5,0,5,3888,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/22,1420,1,0,1,1421,5303,6,0,6,5309,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/23,1429,5,0,5,1434,6732,11,0,11,6743,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/24,869,2,0,2,871,7601,13,0,13,7614,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/25,47,0,0,0,47,7648,13,0,13,7661,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/26,256,0,0,0,256,7904,13,0,13,7917,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/27,279,1,0,1,280,8183,14,0,14,8197,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/28,1310,5,0,5,1315,9493,19,0,19,9512,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/29,1420,3,0,3,1423,10913,22,0,22,10935,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/30,1662,6,0,6,1668,12575,28,0,28,12603,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2020/12/31,1041,0,0,0,1041,13616,28,0,28,13644,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/01,92,1,0,1,93,13708,29,0,29,13737,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/02,360,2,0,2,362,14068,31,0,31,14099,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/03,321,0,0,0,321,14389,31,0,31,14420,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/04,1874,22,0,22,1876,16263,53,0,53,16296,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/05,2162,51,0,51,2164,18425,104,0,104,18460,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/06,1603,272,0,272,1604,20028,376,0,376,20064,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/07,1625,489,0,489,1627,21653,865,0,865,21691,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/08,1523,872,0,872,1525,23176,1737,0,1737,23216,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/09,926,545,0,545,929,24102,2282,0,2282,24145,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/10,474,460,0,460,475,24576,2742,0,2742,24620,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/11,1467,1114,0,1114,1468,26043,3856,0,3856,26088,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/12,1911,1229,0,1229,1912,27954,5085,0,5085,28000,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/13,2019,859,0,859,2019,29973,5944,0,5944,30019,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/14,1961,559,0,559,1962,31934,6503,0,6503,31981,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/15,2402,408,0,408,2406,34336,6911,0,6911,34387,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/16,2094,172,0,172,2096,36430,7083,0,7083,36483,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/17,1641,305,0,305,1641,38071,7388,0,7388,38124,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/18,1145,282,0,282,1146,39216,7670,0,7670,39270,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/19,1827,891,0,891,1828,41043,8561,0,8561,41098,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/20,2133,803,0,803,2135,43176,9364,0,9364,43233,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/21,2623,901,0,901,2623,45799,10265,0,10265,45856,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/22,2904,513,0,513,2905,48703,10778,0,10778,48761,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/23,2772,394,0,394,2773,51475,11172,0,11172,51534,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/24,2204,241,0,241,2204,53679,11413,0,11413,53738,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/25,3057,1598,0,1598,3059,56736,13011,0,13011,56797,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/26,3192,1670,0,1670,3194,59928,14681,0,14681,59991,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/27,3026,1321,0,1321,3027,62954,16002,0,16002,63018,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/28,2747,1234,0,1234,2748,65701,17236,0,17236,65766,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/29,3597,1337,0,1337,3597,69298,18573,0,18573,69363,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/30,3333,468,0,468,3336,72631,19041,0,19041,72699,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/01/31,2204,156,0,156,2205,74835,19197,0,19197,74904,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/01,3005,1114,0,1114,3006,77840,20311,0,20311,77910,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/02,3024,1597,0,1597,3025,80864,21908,0,21908,80935,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/03,3866,1310,0,1310,3867,84730,23218,0,23218,84802,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/04,3943,1216,0,1216,3943,88673,24434,0,24434,88745,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/05,4843,1420,0,1420,4846,93516,25854,0,25854,93591,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/06,4870,880,0,880,4873,98386,26734,0,26734,98464,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/07,3967,584,0,584,3971,102353,27318,0,27318,102435,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/08,5862,1351,0,1351,5863,108215,28669,0,28669,108298,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/09,4657,1629,0,1629,4659,112872,30298,0,30298,112957,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/10,5324,1943,0,1943,5329,118196,32241,0,32241,118286,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/11,5180,1932,0,1932,5184,123376,34173,0,34173,123470,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/12,3631,1927,0,1927,3632,127007,36100,0,36100,127102,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/13,3120,1370,0,1370,3123,130127,37470,0,37470,130225,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/14,2368,1178,0,1178,2370,132495,38648,0,38648,132595,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/15,1694,1133,0,1133,1695,134189,39781,0,39781,134290,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/16,3155,2226,0,2226,3160,137344,42007,0,42007,137450,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/17,3085,2486,0,2486,3088,140429,44493,0,44493,140538,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/18,2876,2728,0,2728,2881,143305,47221,0,47221,143419,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/19,3059,2847,0,2847,3059,146364,50068,0,50068,146478,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/20,1782,2987,0,2987,1784,148146,53055,0,53055,148262,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/21,1330,1733,0,1733,1331,149476,54788,0,54788,149593,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/22,2769,2800,0,2800,2772,152245,57588,0,57588,152365,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/23,3062,3026,0,3026,3062,155307,60614,0,60614,155427,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/24,5245,4487,0,4487,5248,160552,65101,0,65101,160675,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/25,6910,3937,0,3937,6911,167462,69038,0,69038,167586,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/26,7776,5568,0,5568,7780,175238,74606,0,74606,175366,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/27,4892,5243,1,5244,4900,180130,79849,1,79850,180266,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/02/28,4079,4487,1,4488,4087,184209,84336,2,84338,184353,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/01,6086,6516,17,6533,6105,190295,90852,19,90871,190458,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/02,6773,5407,1,5408,6776,197068,96259,20,96279,197234,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/03,6711,5749,1,5750,6714,203779,102008,21,102029,203948,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/04,5785,4501,2,4503,5793,209564,106509,23,106532,209741,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/05,6377,4079,5,4084,6385,215941,110588,28,110616,216126,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/06,4710,2792,219,3011,4929,220651,113380,247,113627,221055,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/07,3487,2567,171,2738,3663,224138,115947,418,116365,224718,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/08,6923,1934,233,2167,7160,231061,117881,651,118532,231878,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/09,6451,2195,456,2651,6906,237512,120076,1107,121183,238784,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/10,7353,4171,607,4778,7962,244865,124247,1714,125961,246746,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/11,6849,2748,1086,3834,7939,251714,126995,2800,129795,254685,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/12,6176,3696,1509,5205,7691,257890,130691,4309,135000,262376,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/13,4249,1604,1083,2687,5332,262139,132295,5392,137687,267708,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/14,3885,3395,274,3669,4163,266024,135690,5666,141356,271871,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/15,8319,2946,958,3904,9277,274343,138636,6624,145260,281148,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/16,8599,3267,509,3776,9113,282942,141903,7133,149036,290261,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/17,9544,3509,653,4162,10200,292486,145412,7786,153198,300461,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/18,5746,4067,617,4684,6361,298232,149479,8403,157882,306822,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/19,6485,5838,491,6329,6982,304717,155317,8894,164211,313804,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/20,5118,3447,469,3916,5591,309835,158764,9363,168127,319395,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/21,3505,2942,147,3089,3653,313340,161706,9510,171216,323048,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/22,5113,4220,838,5058,5954,318453,165926,10348,176274,329002,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/23,5905,5082,650,5732,6554,324358,171008,10998,182006,335556,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/24,5871,6076,555,6631,6430,330229,177084,11553,188637,341986,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/25,5460,6181,587,6768,6047,335689,183265,12140,195405,348033,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/26,5634,6431,228,6659,5862,341323,189696,12368,202064,353895,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/27,3838,4952,352,5304,4196,345161,194648,12720,207368,358091,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/28,2755,3910,47,3957,2802,347916,198558,12767,211325,360893,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/29,4213,7428,196,7624,4412,352129,205986,12963,218949,365305,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/30,5155,6594,317,6911,5477,357284,212580,13280,225860,370782,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/03/31,4946,7442,330,7772,5273,362230,220022,13610,233632,376055,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/01,5857,6855,1759,8614,7621,368087,226877,15369,242246,383676,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/02,6829,6429,1902,8331,8732,374916,233306,17271,250577,392408,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/03,4875,4054,1919,5973,6794,379791,237360,19190,256550,399202,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/04,3400,3836,1670,5506,5078,383191,241196,20860,262056,404280,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/05,5920,8431,1957,10388,7880,389111,249627,22817,272444,412160,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/06,6137,8109,2140,10249,8277,395248,257736,24957,282693,420437,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/07,6885,7917,2355,10272,9242,402133,265653,27312,292965,429679,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/08,4711,5363,4461,9824,9170,406844,271016,31773,302789,438849,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/09,6608,6033,3348,9381,9951,413452,277049,35121,312170,448800,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/10,6894,4459,1867,6326,8765,420346,281508,36988,318496,457565,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/11,4955,3606,1174,4780,6132,425301,285114,38162,323276,463697,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/12,4894,4759,1180,5939,6087,430195,289873,39342,329215,469784,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/13,5585,5536,15,5551,5607,435780,295409,39357,334766,475391,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/14,6396,7148,3,7151,6411,442176,302557,39360,341917,481802,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/15,8361,5907,3,5910,8376,450537,308464,39363,347827,490178,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/16,7796,5601,42,5643,7842,458333,314065,39405,353470,498020,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/17,7133,3183,2,3185,7141,465466,317248,39407,356655,505161,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/18,4483,2661,3,2664,4493,469949,319909,39410,359319,509654,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/19,6993,4167,4,4171,7010,476942,324076,39414,363490,516664,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/20,8753,4460,3,4463,8764,485695,328536,39417,367953,525428,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/21,7287,4915,7,4922,7320,492982,333451,39424,372875,532748,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/22,6484,5074,1,5075,6501,499466,338525,39425,377950,539249,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/23,6467,4700,2,4702,6494,505933,343225,39427,382652,545743,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/24,4699,3502,0,3502,4730,510632,346727,39427,386154,550473,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/25,2941,2135,7,2142,2961,513573,348862,39434,388296,553434,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/26,4264,4422,18,4440,4322,517837,353284,39452,392736,557756,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/27,4523,4672,177,4849,4719,522360,357956,39629,397585,562475,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/28,5197,4896,204,5100,5427,527557,362852,39833,402685,567902,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/29,4764,5133,214,5347,5007,532321,367985,40047,408032,572909,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/04/30,4176,7155,212,7367,4412,536497,375140,40259,415399,577321,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/01,1708,5282,122,5404,1859,538205,380422,40381,420803,579180,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/02,986,4226,106,4332,1110,539191,384648,40487,425135,580290,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/03,2238,6987,173,7160,2434,541429,391635,40660,432295,582724,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/04,2236,7118,269,7387,2518,543665,398753,40929,439682,585242,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/05,2288,6915,318,7233,2619,545953,405668,41247,446915,587861,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/06,1883,8934,464,9398,2368,547836,414602,41711,456313,590229,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/07,1690,8642,285,8927,1996,549526,423244,41996,465240,592225,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/08,1090,7617,133,7750,1244,550616,430861,42129,472990,593469,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/09,951,5622,89,5711,1038,551567,436483,42218,478701,594507,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
2021/05/10,986,6316,269,6585,1263,552553,442799,42487,485286,595770,0,0,0,0,05/05/2022 06:00:11 AM,05/05/2022 07:36:45 AM,05/05/2022 08:15:08 AM
