Date of Death,New Deaths,Cumulative Deaths,Data As Of,Data Loaded At
09/05/2021 12:00:00 AM,2,623,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/08/2021 12:00:00 AM,2,629,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/11/2021 12:00:00 AM,3,637,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/14/2021 12:00:00 AM,1,640,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/17/2021 12:00:00 AM,0,641,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/20/2021 12:00:00 AM,1,645,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/23/2021 12:00:00 AM,2,647,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/26/2021 12:00:00 AM,0,650,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/29/2021 12:00:00 AM,1,654,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/02/2021 12:00:00 AM,1,655,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/05/2021 12:00:00 AM,0,657,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/08/2021 12:00:00 AM,0,659,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/11/2021 12:00:00 AM,0,662,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/14/2021 12:00:00 AM,0,663,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/17/2021 12:00:00 AM,3,668,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/20/2021 12:00:00 AM,1,671,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/23/2021 12:00:00 AM,0,672,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/26/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/29/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/01/2021 12:00:00 AM,0,673,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/04/2021 12:00:00 AM,1,674,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/07/2021 12:00:00 AM,1,675,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/10/2021 12:00:00 AM,0,675,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/13/2021 12:00:00 AM,0,676,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/16/2021 12:00:00 AM,0,678,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/19/2021 12:00:00 AM,0,680,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/22/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/25/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/28/2021 12:00:00 AM,0,681,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/01/2021 12:00:00 AM,1,682,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/04/2021 12:00:00 AM,0,684,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/07/2021 12:00:00 AM,2,686,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/10/2021 12:00:00 AM,0,686,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/13/2021 12:00:00 AM,1,688,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/16/2021 12:00:00 AM,0,688,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/19/2021 12:00:00 AM,1,690,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/22/2021 12:00:00 AM,0,691,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/25/2021 12:00:00 AM,0,691,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/28/2021 12:00:00 AM,1,693,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/31/2021 12:00:00 AM,0,693,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/03/2022 12:00:00 AM,1,697,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/06/2022 12:00:00 AM,2,702,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/09/2022 12:00:00 AM,3,708,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/12/2022 12:00:00 AM,1,713,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/15/2022 12:00:00 AM,0,718,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/18/2022 12:00:00 AM,2,725,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/21/2022 12:00:00 AM,5,733,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/24/2022 12:00:00 AM,5,743,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/27/2022 12:00:00 AM,1,749,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/30/2022 12:00:00 AM,6,761,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/02/2022 12:00:00 AM,0,767,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/05/2022 12:00:00 AM,4,785,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/08/2022 12:00:00 AM,3,791,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/11/2022 12:00:00 AM,6,803,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/14/2022 12:00:00 AM,1,812,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/17/2022 12:00:00 AM,3,817,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/20/2022 12:00:00 AM,4,822,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/23/2022 12:00:00 AM,3,828,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/26/2022 12:00:00 AM,2,834,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/01/2022 12:00:00 AM,1,838,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/04/2022 12:00:00 AM,1,842,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/07/2022 12:00:00 AM,0,842,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/10/2022 12:00:00 AM,0,844,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/13/2022 12:00:00 AM,0,847,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/16/2022 12:00:00 AM,0,849,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/19/2022 12:00:00 AM,0,850,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/22/2022 12:00:00 AM,1,852,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/25/2022 12:00:00 AM,0,852,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/28/2022 12:00:00 AM,4,856,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/31/2022 12:00:00 AM,0,856,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/03/2022 12:00:00 AM,1,857,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/06/2022 12:00:00 AM,0,861,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/09/2022 12:00:00 AM,0,861,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/12/2022 12:00:00 AM,0,861,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/15/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/18/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/23/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/26/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/21/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/24/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/27/2022 12:00:00 AM,0,862,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/18/2020 12:00:00 AM,0,1,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/21/2020 12:00:00 AM,0,1,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/24/2020 12:00:00 AM,1,2,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/27/2020 12:00:00 AM,2,7,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/30/2020 12:00:00 AM,1,8,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/02/2020 12:00:00 AM,0,12,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/05/2020 12:00:00 AM,1,13,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/08/2020 12:00:00 AM,1,16,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/11/2020 12:00:00 AM,1,19,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/14/2020 12:00:00 AM,3,23,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/17/2020 12:00:00 AM,0,25,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/20/2020 12:00:00 AM,0,27,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/23/2020 12:00:00 AM,1,29,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/26/2020 12:00:00 AM,0,30,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/29/2020 12:00:00 AM,3,34,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/02/2020 12:00:00 AM,0,36,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/05/2020 12:00:00 AM,0,36,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/08/2020 12:00:00 AM,3,39,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/11/2020 12:00:00 AM,0,41,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/14/2020 12:00:00 AM,0,42,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/17/2020 12:00:00 AM,2,45,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/20/2020 12:00:00 AM,0,45,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/23/2020 12:00:00 AM,0,45,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/26/2020 12:00:00 AM,1,46,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/29/2020 12:00:00 AM,1,47,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/01/2020 12:00:00 AM,0,48,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/04/2020 12:00:00 AM,0,48,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/07/2020 12:00:00 AM,0,49,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/10/2020 12:00:00 AM,0,49,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/13/2020 12:00:00 AM,1,51,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/16/2020 12:00:00 AM,0,51,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/19/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/22/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/25/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/28/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/01/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/04/2020 12:00:00 AM,0,52,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/07/2020 12:00:00 AM,0,54,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/10/2020 12:00:00 AM,0,54,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/13/2020 12:00:00 AM,1,56,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/16/2020 12:00:00 AM,1,59,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/19/2020 12:00:00 AM,0,61,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/22/2020 12:00:00 AM,1,63,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/25/2020 12:00:00 AM,0,64,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/28/2020 12:00:00 AM,3,69,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/31/2020 12:00:00 AM,0,70,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/03/2020 12:00:00 AM,1,74,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/06/2020 12:00:00 AM,0,75,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/09/2020 12:00:00 AM,1,78,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/12/2020 12:00:00 AM,1,81,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/15/2020 12:00:00 AM,2,85,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/18/2020 12:00:00 AM,1,86,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/21/2020 12:00:00 AM,1,89,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/24/2020 12:00:00 AM,0,89,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/27/2020 12:00:00 AM,1,91,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/30/2020 12:00:00 AM,0,92,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/02/2020 12:00:00 AM,0,95,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/05/2020 12:00:00 AM,3,100,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/08/2020 12:00:00 AM,1,103,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/11/2020 12:00:00 AM,1,110,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/14/2020 12:00:00 AM,0,111,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/17/2020 12:00:00 AM,2,114,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/20/2020 12:00:00 AM,1,117,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/23/2020 12:00:00 AM,1,121,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/26/2020 12:00:00 AM,0,125,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/29/2020 12:00:00 AM,1,129,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/02/2020 12:00:00 AM,2,136,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/05/2020 12:00:00 AM,2,143,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/08/2020 12:00:00 AM,3,146,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/11/2020 12:00:00 AM,1,154,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/14/2020 12:00:00 AM,1,155,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/17/2020 12:00:00 AM,0,155,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/20/2020 12:00:00 AM,0,158,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/23/2020 12:00:00 AM,0,158,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/26/2020 12:00:00 AM,0,160,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
10/29/2020 12:00:00 AM,0,160,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/01/2020 12:00:00 AM,1,161,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/04/2020 12:00:00 AM,0,161,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/07/2020 12:00:00 AM,0,161,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/10/2020 12:00:00 AM,0,163,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/13/2020 12:00:00 AM,0,164,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/16/2020 12:00:00 AM,0,166,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/19/2020 12:00:00 AM,0,168,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/22/2020 12:00:00 AM,0,168,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/25/2020 12:00:00 AM,0,170,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
11/28/2020 12:00:00 AM,1,171,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/01/2020 12:00:00 AM,1,174,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/04/2020 12:00:00 AM,1,176,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/07/2020 12:00:00 AM,1,178,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/10/2020 12:00:00 AM,1,181,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/13/2020 12:00:00 AM,2,188,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/16/2020 12:00:00 AM,3,195,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/19/2020 12:00:00 AM,2,204,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/22/2020 12:00:00 AM,5,212,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/25/2020 12:00:00 AM,7,230,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/28/2020 12:00:00 AM,5,242,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
12/31/2020 12:00:00 AM,7,261,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/03/2021 12:00:00 AM,4,278,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/06/2021 12:00:00 AM,6,289,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/09/2021 12:00:00 AM,4,308,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/12/2021 12:00:00 AM,7,326,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/15/2021 12:00:00 AM,5,348,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/18/2021 12:00:00 AM,2,362,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/21/2021 12:00:00 AM,8,381,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/24/2021 12:00:00 AM,3,396,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/27/2021 12:00:00 AM,2,403,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
01/30/2021 12:00:00 AM,2,417,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/02/2021 12:00:00 AM,4,433,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/05/2021 12:00:00 AM,8,452,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/08/2021 12:00:00 AM,4,463,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/11/2021 12:00:00 AM,1,479,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/14/2021 12:00:00 AM,1,491,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/17/2021 12:00:00 AM,0,502,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/20/2021 12:00:00 AM,2,510,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/23/2021 12:00:00 AM,3,518,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
02/26/2021 12:00:00 AM,1,522,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/01/2021 12:00:00 AM,0,524,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/04/2021 12:00:00 AM,2,528,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/07/2021 12:00:00 AM,0,530,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/10/2021 12:00:00 AM,1,532,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/13/2021 12:00:00 AM,0,533,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/16/2021 12:00:00 AM,0,534,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/19/2021 12:00:00 AM,0,535,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/22/2021 12:00:00 AM,1,539,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/25/2021 12:00:00 AM,1,543,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/28/2021 12:00:00 AM,0,547,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
03/31/2021 12:00:00 AM,0,547,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/03/2021 12:00:00 AM,0,548,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/06/2021 12:00:00 AM,0,548,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/09/2021 12:00:00 AM,1,549,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/12/2021 12:00:00 AM,0,550,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/15/2021 12:00:00 AM,1,551,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/18/2021 12:00:00 AM,0,551,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/21/2021 12:00:00 AM,0,552,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/24/2021 12:00:00 AM,0,553,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/27/2021 12:00:00 AM,2,557,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
04/30/2021 12:00:00 AM,0,558,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/03/2021 12:00:00 AM,0,558,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/06/2021 12:00:00 AM,2,560,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/09/2021 12:00:00 AM,0,561,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/12/2021 12:00:00 AM,1,562,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/15/2021 12:00:00 AM,0,562,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/18/2021 12:00:00 AM,0,562,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/21/2021 12:00:00 AM,0,562,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/24/2021 12:00:00 AM,0,563,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/27/2021 12:00:00 AM,0,563,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
05/30/2021 12:00:00 AM,0,563,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/02/2021 12:00:00 AM,0,563,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/05/2021 12:00:00 AM,0,566,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/08/2021 12:00:00 AM,1,567,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/11/2021 12:00:00 AM,1,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/14/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/17/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/20/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/23/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/26/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
06/29/2021 12:00:00 AM,0,568,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/02/2021 12:00:00 AM,1,569,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/05/2021 12:00:00 AM,0,569,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/08/2021 12:00:00 AM,0,569,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/11/2021 12:00:00 AM,0,570,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/14/2021 12:00:00 AM,0,571,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/17/2021 12:00:00 AM,0,573,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/20/2021 12:00:00 AM,0,575,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/23/2021 12:00:00 AM,0,576,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/26/2021 12:00:00 AM,1,577,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
07/29/2021 12:00:00 AM,0,577,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/01/2021 12:00:00 AM,0,580,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/04/2021 12:00:00 AM,1,583,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/07/2021 12:00:00 AM,1,585,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/10/2021 12:00:00 AM,1,587,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/13/2021 12:00:00 AM,2,590,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/16/2021 12:00:00 AM,4,599,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/19/2021 12:00:00 AM,2,601,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/22/2021 12:00:00 AM,2,604,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/25/2021 12:00:00 AM,1,610,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/28/2021 12:00:00 AM,0,611,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
08/31/2021 12:00:00 AM,0,615,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/03/2021 12:00:00 AM,1,618,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/06/2021 12:00:00 AM,1,624,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/09/2021 12:00:00 AM,3,632,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/12/2021 12:00:00 AM,2,639,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/15/2021 12:00:00 AM,1,641,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/18/2021 12:00:00 AM,1,642,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/21/2021 12:00:00 AM,0,645,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/24/2021 12:00:00 AM,1,648,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
09/27/2021 12:00:00 AM,3,653,05/02/2022 04:30:00 AM,05/02/2022 07:00:10 AM
